item_no,url,dispozice,cena,metry,cena_na_metr,realitka,ulice,ctvrt,podctvrt
SREALITY3433942620,https://www.sreality.cz/detail/prodej/byt/2+1/praha-nove-mesto-zahoranskeho/3433942620#img=0&fullscreen=false,2+1,1,65,0,N/A,Záhořanského,Praha,Nové Město
SREALITY923836252,https://www.sreality.cz/detail/prodej/byt/3+1/praha-cerny-most-bojcenkova/923836252#img=0&fullscreen=false,3+1,1,86,0,N/A,Bojčenkova,Praha,Černý Most
SREALITY585436764,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-nove-mesto-navratilova/585436764#img=0&fullscreen=false,2+kk,6500000,66,98484,Good Storey Homes s.r.o.,Navrátilova,Praha,Nové Město
SREALITY1988656220,https://www.sreality.cz/detail/prodej/byt/1+1/praha-stare-mesto-bilkova/1988656220#img=0&fullscreen=false,1+1,9700000,46,210869,N/A,Bílkova,Praha 1,Staré Město
SREALITY3148303964,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-zelenohorska/3148303964#img=0&fullscreen=false,2+kk,3650000,43,84883,N/A,Zelenohorská,Praha 8,Bohnice
SREALITY2072460892,https://www.sreality.cz/detail/prodej/byt/4+kk/praha-lhotka-na-rovinach/2072460892#img=0&fullscreen=false,4+kk,4990000,74,67432,N/A,Na Rovinách,Praha,Lhotka
SREALITY3289116252,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-kyje-za-cernym-mostem/3289116252#img=0&fullscreen=false,1+kk,3208900,28,114603,N/A,Za černým mostem,Praha 9,Kyje
SREALITY1218420572,https://www.sreality.cz/detail/prodej/byt/atypická/praha-vokovice-ke-dvoru/1218420572#img=0&fullscreen=false,atypická,6500000,N/A,N/A,NAXOS a.s.,Ke dvoru,Praha 6,Vokovice
SREALITY2648219484,https://www.sreality.cz/detail/prodej/byt/2+kk/praha--/2648219484#img=0&fullscreen=false,2+kk,6505680,62,104930,N/A,,Praha,
SREALITY3801718620,https://www.sreality.cz/detail/prodej/byt/1+kk/praha--/3801718620#img=0&fullscreen=false,1+kk,3175490,31,102435,N/A,,Praha,
SREALITY4276723548,https://www.sreality.cz/detail/prodej/byt/3+1/praha-stare-mesto-masna/4276723548#img=0&fullscreen=false,3+1,11500000,70,164285,Svoboda & Williams,Masná,Praha 1,Staré Město
